docid	author	authordate	title	latestcomp	hathidate	imprint	gutenstring	enumcron	gbindex	nonficprob	juvenileprob	LOCgenres	LOCsubjects	contents	instances	genre	audience	authgender	multiplehtids	comments	coder	Folder	Trimmed
uc2.ark+=13960=t10p0xb0m	Castlemon, Harry	1842-1915.	Julian Mortimer;	1887	1887	New York;A. L. Burt;c1887	Castlemon, Harry | Julian Mortimer		51738	0.048203525	0.708006254				1	fic	juv	m			ted	gutenfictiontrimmed	Trimmed
mdp.39015030705183	Meredith, George	1828-1909.	The ordeal of Richard Feverel : a history of a father and son	1888	1888	Boston;Roberts brothers;1888	Meredith, George | The Ordeal of Richard Feverel		34858	0.040563425	0.025758343	Bibliographies		New ed.	1	fic		m			wenyi		
nyp.33433074861752	Hughes, Thomas	1822-1896.	Tom Brown at Rugby	1888	1888	Boston;Ginn and company;c188	Hughes, Thomas | Tom Brown at Rugby		33777	0.558533477	0.941832721	Juvenile audience	Children's stories, English		1	fic	juv	m	? biographical like fiction		peizhen		
uc2.ark+=13960=t41r70x6f	Mariager, Peder		Pictures of Hellas;	1888	1888	New York;W. S. Gottsberger;1	Mariager, Peder | Pictures of Hellas		56929	0.198190681	0.539714526		Greece|Social life and customs		1	fic | folklore | short		m			peizhen		
uc2.ark+=13960=t7cr60f6q	Oliphant, Laurence	1829-1888.	Piccadilly;	1888	1903	Edinburgh [etc.;W. Blackwood	Oliphant, Laurence | Piccadilly		36277	0.380727951	0.015723119				2	fic		m			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t3513w81g	Barrett, Frank	-1848	The admirable Lady Biddy Fane	1888	1888	New York : F.M. Lupton, [18--?]	Barrett, Frank | The Admirable Lady Biddy Fane		34476						4	fic		m			ted		
uc2.ark+=13960=t40s0065x	Alcock, Deborah	1835-1913.	The Spanish brothers	1888	1891	London ; New York;T. Nelson;	Alcock, Deborah | The Spanish Brothers		44262	0.064588784	0.179853718				1	fic | historical		f			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t8v981c5n	O'Rell, Max	1848-1903.	John Bull, junior	1888	1888	New York;Cassell & company,	O'Rell, Max | John Bull, Junior		33564	0.611731807	0.877809056		Study and teaching|French language		1	fic	juv	m			wenyi	gutenfictiontrimmed	Trimmed
mdp.39015033584551	Guiney, Louise Imogen	1861-1920.	Brownies and bogles	1888	1888	Boston;D. Lothrop company;c1	Guiney, Louise Imogen | Brownies and Bogles		39782	0.426821183	0.918549402				1	fic		m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t50g3k86n	Harland, Henry	1861-1905.	My Uncle Florimond	1888	1888	Boston;D. Lothrop;c1888.	Harland, Henry | My Uncle Florimond		50698	0.117510988	0.249800316				1	fic | historical		m			peizhen	gutenfictiontrimmed	Trimmed
mdp.39015063516184	Catherwood, Mary Hartwell	1847-1902.	The romance of Dollard	1889	1889	New York;The Century co.;188	Catherwood, Mary Hartwell | The Romance of Dollard		50418	0.298529539	0.066789442	History	Canada|History|1635-1660|Dollard des Ormeaux, Adam|History		2	fic | historical		f			ted		
uc2.ark+=13960=t53f4ms39	Jewett, Sarah Orne	1849-1909.	Betty Leicester	1889	1889	Boston;Houghton Mifflin;c188	Jewett, Sarah Orne | Betty Leicester		27923	0.132621984	0.98878171				1	fic		f			peizhen	gutenfictiontrimmed	Trimmed
mdp.39015057979646	Carroll, Lewis	1832-1898.	Sylvie and Bruno	1889	1889	London;New York;Macmillan an	Carroll, Lewis | Sylvie and Bruno		48630	0.086487346	0.712561527				1	fic		m			ted	gutenfictiontrimmed	Trimmed
uiuo.ark+=13960=t6vx0qd31	Dowling, Richard		An isle of Surrey	1889	1889	London;Ward and Downey;1889.	Dowling, Richard | An Isle of Surrey	v.2	42756	0.059446408	0.015852441				1	fic | mystery		m			morgan	gutenfictiontrimmed	Trimmed
nc01.ark+=13960=t57d41088	Stevenson, Robert Louis	1850-1894.	Treasure Island	1889	1889	New York;Scribner's;1895-191	Stevenson, Robert Louis | Treasure Island		27780	0.49926938	0.221983977	Juvenile audience|Sea stories|Bibliographies|Novel|Biography	1864-|Adventure and adventurers|Pirates|Treasure Island (Imaginary place)|Adventure stories|editor|English fiction|Treasure troves|Buried treasure|Scottish authors|Juvenile fiction|Baker, Franklin Thomas	[Thistle ed.]|v. 1. New Arabian nights -- v. 2. Treasure Island --  v. 3. More new Arabian nights. The dynamiter. The story of a lie -- v. 4. Prince Otto. Island nights' entertainment. Father Damien -- v. 5. Kidnapped -- v. 6. David Balfour -- v. 7. The merry men and other tales and fables. Strange case of Dr. Jeckyll and Mr. Hyde -- v. 8. The black arrow. The misadventures of John Nicholson. The body-snatcher -- v. 9. The master of Ballantrae -- v. 10. The wrecker -- v. 11. The wrong box. The	1	fic | historical	juv	m			wenyi	gutenfictiontrimmed	Trimmed
uc1.b3216573	Catherwood, Mary Hartwell	1847-1902.	The story of Tonty	1890	1890	Chicago;A. C. McClurg and co	Catherwood, Mary Hartwell | The Story of Tonty		41273	0.105504199	0.012822406		sieur de|La Salle, Robert Cavelier|d. 1704|1643-1687|Tonti, Henri de		1	fic | historical		f			ted		
nyp.33433084128879	Bates, Arlo	1850-1918.	Albrecht	1890	1890	Boston;Roberts;c1890	Bates, Arlo | Albrecht		41764	0	0				2	fic		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t2p55fv55	Avery, Harold	1867-1943.	Soldiers of the queen	1890	1890	London;New York;Thomas Nelso	Avery, Harold | Soldiers of the Queen		29415	0.221450814	0.258351246				1	fic		m			ted	gutenfictiontrimmed	Trimmed
mdp.39015030753944	Jewett, Sarah Orne	1849-1909.	Strangers and wayfarers	1890	1890	Boston;New York;Houghton, Mi	Jewett, Sarah Orne | Strangers and Wayfarers		31857	0.160980072	0.035983445		Social life and customs|Social life and customs|19th century	A winter courtship.--The mistress of Sydenham plantation.--The town poor.--The quest of Mr. Teaby.--The luck of the Bogans.--Fair day.--Going to Shrewsbury.--The taking of Captain Ball.--By the morning boat.--In dark New England days.--The white rose road.	3	fic | short		f			peizhen		
mdp.39015063938529	Hume, Fergus W	-1868	Miss Mephistopheles	1890	1890	New York;G. Munro;1880	Hume, Fergus | Miss Mephistopheles		55378	0.424444609	0.022949856				1	fic | mystery		m			peizhen	gutenfictiontrimmed	Trimmed
uva.x000982662	Valera, Juan	1824-1905.	Pepita Ximenez	1891	1891	New York;Appleton;1891.	Valera, Juan | Pepita Ximenez		30236	0.365225918	0.000603949			New ed.	1	fic | romance		m			peizhen		
uc2.ark+=13960=t06w9d704	Broughton, Rhoda	1840-1920.	Doctor Cupid	1891	1891	London;R. Bentley;1891.	Broughton, Rhoda | Doctor Cupid		35548	0.123743728	0.064142497				1	fic		f			ted		
uc2.ark+=13960=t92806q6f	Saltus, Edgar	1855-1921.	Mary Magdalen;	1891	1891	New York;Brentano's;1919 [c1	Saltus, Edgar | Mary Magdalen		31510	0.058282166	0.038521119		Saint|Mary Magdalene		1	fic | historical		m			wenyi		
njp.32101066919760	Schubin, Ossip	1854-1934.	Countess Erika's apprenticeship	1891	1891	Philadelphia;J.B. Lippincott	Schubin, Ossip | Countess Erika's Apprenticeship		35531	0.199561503	0.024415238				1	fic | romance		f			wenyi		
uc1.$b248494	Duncan, Sara Jeannette	1861-1922.	An American girl in London	1891	1891	New York;D. Appleton and com	Duncan, Sara Jeannette | An American Girl in London		45925	0.467668899	0.630850009				4	fic		f			morgan		
nyp.33433076089782	Green, Anna Katharine	1846-1935.	Cynthia Wakeham's money	1892	1892	New York [etc.;G.P. Putnam's	Green, Anna Katharine | Cynthia Wakeham's Money		36758	0.026108493	0.095356119				1	fic | mystery		f			peizhen		
uc1.$b249254	Gunter, Archibald Clavering	1847-1907.	Miss Dividends	1892	1892	New York;Home Publishing Com	Gunter, Archibald Clavering | Miss Dividends		39824	0.246704001	0.031966565				2	fic		m			peizhen		
coo1.ark+=13960=t2t447q6w	Boldrewood, Rolf	1826-1915.	Nevermore	1892	1892	London and New York, Macmillan and co., 1892.	Boldrewood, Rolf | Nevermore		34240	0.134306326	0.000998272				2	fic		m			ted		
uc2.ark+=13960=t8df6m76z	Ogden, Antoinette		Christmas stories from French and Spanish writers	1892	1892	Chicago;A. C. McClurg and co	Ogden, Antoinette | Christmas Stories from French and Spanish writers		47333	0.148249278	0.01798843		Christmas stories		1	fic | folklore | short		f			wenyi		
uc2.ark+=13960=t5m904841	Stredder, Eleanor		Alive in the jungle	1892	1892	London;New York;T. Nelson;18	Stredder, Eleanor | Alive in the Jungle		43595	0.06108237	0.960810936				1	fic	juv	f			wenyi		
uc2.ark+=13960=t6ww7b09m	Carroll, Lewis	1832-1898.	Sylvie and Bruno concluded	1893	1893	London;New York;Macmillan an	Carroll, Lewis | Sylvie and Bruno Concluded		48795	0.251799616	0.785430478				1	fic		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t6n015h6d	Maupassant, Guy de	1850-1893.	The works of Guy de Maupassant	1893	1903	Akron, Ohio : Saint Dunstan Society	Maupassant, Guy de | Bel ami	v.6	33928	0.074733257	0.003753359				1	fic		m	y		peizhen		
uc2.ark+=13960=t48p5x92b	Ebers, Georg	1837-1898.	Cleopatra	1894	1894	London;Sampson Low, Marston;	Ebers, Georg | Cleopatra	v.002	36294	0.274780331	0.010388872		Cleopatra|Queen of Egypt|d. 30 B.C		1	fic | historical | romance		m			morgan		
mdp.39015065540133	Kipling, Rudyard	1865-1936.	The jungle book	1894	1894	London;New York;Macmillan an	Kipling, Rudyard | The jungle book		35997	0.156210974	0.227721822	Juvenile audience|Bibliographies|Fantasy fiction	Jungle animals|Jungles|Feral children|Mowgli (Fictitious character)|Short stories|Animals|Folklore|Boys|Adventure stories, English|Inlaid binding|Juvenile fiction|Children's stories, English		2	fic	juv	m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t6xw4n10m	Stables, Gordon	1840-1910.	Shireen and her friends	1895	1895	London;Jarrold and Sons;1895	Stables, Gordon | Shireen and her Friends		38236	0.181324446	0.622646811		Folklore|Cats		1	fic	juv	m			wenyi		
mdp.39015008985486	Jewett, Sarah Orne	1849-1909.	The life of Nancy	1895	1895	Boston;New York;Houghton, Mi	Jewett, Sarah Orne | The Life of Nancy		31473	0.065398944	0.378655849		New England|Social life and customs|Women|19th century	The life of Nancy.--Fame's little day.--A war debt.--The Hiltons' holiday.--The only rose.--A second spring.--Little French Mary.--The guests of Mrs. Timms.--A neighbor's landmark.--All my sad captains.	2	fic | short		f			peizhen		
uc2.ark+=13960=t3707x24f	Garland, Hamlin	1860-1940.	Rose of Dutcher's Coolly	1895	1895	Chicago;Stone & Kimball;1895	Garland, Hamlin | Rose of Dutcher's Coolly		35805	0.042509493	0.029854673	Domestic fiction|Bibliographies|Bildungsromans	Rural families|Widowers|Farm life|Young women|Women poets|Fathers and daughters		1	fic		m			peizhen		
uc2.ark+=13960=t1rf5sg5g	Buchan, John	1875-1940.	Sir Quixote of the Moors	1895	1895	New York;Holt;1895.	Buchan, John | Sir Quixote of the Moors		46345	0.029352013	0.024511036				1	fic | historical		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t4dn4098k	Coffin, Charles Carleton	1823-1896.	Daughters of the revolution and their times, 1769-1776;	1895	1895	Boston;New York;Houghton, Mi	Coffin, Charles Carleton | Daughters of the Revolution and Their Times		29849	0.114639114	0.234424354		Revolution, 1775-1783|History|Massachusetts		3	fic | historical		m			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t6nz81h05	Trueba, Antonio de		The Cid Campeador;	1895	1895	London;New York;Longmans, Gr	Trueba, Antonio de | The Cid Campeador		41990	0.261029291	0.016022962		Cid|ca. 1043-1099		1	fic | historical		m			peizhen		
nc01.ark+=13960=t9765h736	Pyle, Howard	1853-1911.	The story of Jack Ballister's fortunes	1895	1895	New York;The Century Co.;192	Pyle, Howard | The Story of Jack Ballister's Fortunes		49985	0.088679209	0.148512964				3	fic | historical		m			wenyi		
nyp.33433074857636	Hope, Anthony	1863-1933.	The chronicles of Count Antonio	1895	1895	London;Methuen and Co.;1895.	Hope, Anthony | The Chronicles of Count Antonio		40570	0.119752522	0.432881304	New York (State)|Publishers' cloth bindings (Binding)|Romantic suspense fiction|Love stories|New York	English fiction		1	fic		m			peizhen		
uc1.b4105458	Morrison, Arthur	1863-1945.	A child of the Jago	1896	1896	Chicago;H. S. Stone;1896.	Morrison, Arthur | A Child of the Jago		36958	0.461919253	0.250847017	Bibliographies	Slums|London|England|Boys|Social life and customs|19th century		2	fic	juv	m			wenyi		
uc2.ark+=13960=t5t72hr96	Stuart, Ruth McEnery	1856-1917.	Solomon Crow's Christmas pockets	1896	1896	New York;Harper & Brothers P	Stuart, Ruth McEnery | Solomon Crow's Christmas Pockets & Other Tales		27779	0.109232503	0.046085013				2	fic | short		f			wenyi	gutenfictiontrimmed	Trimmed
nyp.33433074902283	Molesworth, Mrs	1842-1921.	Philippa	1896	1896	Philadelphia;J.B. Lippincott	Molesworth, Mrs. | Philippa		43169	0.047849776	0.012301222	Juvenile audience	English fiction		1	fic	juv	f			wenyi	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t9r21052c	Scott, Duncan Campbell	1862-1947.	In the village of Viger	1896	1896	Boston;Copeland and Day;1896	Scott, Duncan Campbell | In the Village of Viger		48998	0.065294475	0.030008089				1	fic | short		m			wenyi		
njp.32101042611911	Morrison, Arthur	1863-1945.	Chronicles of Martin Hewitt	1896	1896	New York;D. Appleton;1896.	Morrison, Arthur | Chronicles of Martin Hewitt		37820	0.525833499	0.049172095		Hewitt, Martin (Fictitious character)	The Ivy Cottage mystery -- The Nicobar bullion case -- The Holford will case -- The case of the missing hand -- The case of Laker, absconded -- The case of the lost foreigner.	1	fic | mystery		m			wenyi		
uva.x004152854	Carroll, Lewis	1832-1898.	Alice's adventures in Wonderland	1896	1896	Philadelphia;H. Altemus;c189	Carroll, Lewis | Alice's Adventures in Wonderland		28885	0.217040607	0.984581825	Juvenile audience			1	fic	juv	m			ted		
uc2.ark+=13960=t0bv7b263	King, Charles	1844-1933.	Trumpeter Fred;	1896	1896	New York;Chicago;F.T. Neely;	King, Charles | Trumpeter Fred		37415	0.321382805	0.065350747				1	fic | historical		m			peizhen		
mdp.39015011887588	Corelli, Marie	1855-1924.	The murder of Delicia	1896	1896	Philadelphia;J. B. Lippincot	Corelli, Marie | The Murder of Delicia		53097	0.120109999	0.001842777				1	fic		f			ted	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t0qr4pz26	Graydon, William Murray	1864-1946.	In the days of Washington;	1896	1896	Philadelphia;The Penn publis	Graydon, William Murray | In the Days of Washington		41420	0.190065159	0.026022704		Revolution, 1775-1783|United States|American fiction|History		1	fic | historical		m			peizhen		
uc2.ark+=13960=t8v980p58	Hope, Anthony	1863-1933.	The heart of Princess Osra	1896	1896	New York;London;F. A. Stokes	Hope, Anthony | The Heart of Princess Osra		41438	0.058906127	0.153755216				1	fic | historical		m			peizhen		
nyp.33433074800313	Barr, Amelia Edith Huddleston	1831-1919.	Prisoners of conscience	1897	1897	New York;The Century co.;189	Barr, Amelia Edith Huddleston | Prisoners of Conscience		31835	0.054614463	0.003834743				2	fic | historical		f			ted		
uc2.ark+=13960=t6639m659	James, Henry	1843-1916.	The spoils of Poynton	1897	1897	London;W. Heinemann;1897.	James, Henry | The Spoils of Poynton		33325	0.134635424	0.016568537	Autographs (Provenance)|Bookplates (Provenance)|Novel	England|Mothers and sons|Widows|Inheritance and succession		1	fic		m			peizhen		
uc2.ark+=13960=t2m61bw05	Habberton, John	1842-1921.	Trif and Trixy	1897	1897	Philadelphia;H. Altemus;1897	Habberton, John | Trif and Trixy		51788	0.014777231	0.081326641				1	fic		m			peizhen	gutenfictiontrimmed	Trimmed
dul1.ark+=13960=t2h713c5c	Griffith, George Chetwynd		Olga Romanoff	1897	1897	London;Simpkin, Marshall, Ha	Griffith, George Chetwynd | Olga Romanoff		54096	0.260586572	0.033994905		Utopias|Robinson, Ernest|Provenance		1	fic | sf		m			peizhen	gutenfictiontrimmed	Trimmed
uc2.ark+=13960=t85h7j691	Sienkiewicz, Henryk	1846-1916.	Let us follow Him	1897	1897	Boston;Little, Brown and com	Sienkiewicz, Henryk | Let us follow Him		41988	0.244971107	0.000864523				3	fic | historical		m			wenyi		
uc2.ark+=13960=t39020v68	Seawell, Molly Elliot	1860-1916.	The Rock of the Lion	1897	1897	New York;London;Harper & bro	Seawell, Molly Elliot | The Rock of the Lion		47785	0.106302813	0.054326343				1	fic | historical		f			wenyi		
nyp.33433074864897	Glanville, Ernest	1856-1925.	Tales from the veld	1897	1897	London;Chatto & Windus;1897.	Glanville, Ernest | Tales from the Veld		36602	0.514135194	0.035885124				1	fic		m			peizhen		
mdp.39076002194236	May, Sophie	1833-1906.	Dotty Dimple at school	1897	1897	Boston;Lothrop, Lee & Shepar	May, Sophie | Dotty Dimple at School		48951	0.202830161	0.999718533	Juvenile audience	Juvenile fiction|Schools		1	fic	juv	f			peizhen		
uc1.$b248476	Burton, Frederick Russell		The mission of Poubalov	1897	1897	New York;Street & Smith;c189	Burton, Frederick Russell | The Mission of Poubalov		46774	0.094675601	0.1079072				2	fic		m			ted		
nyp.33433082547161	Harris, Joel Chandler	1848-1908.	Aaron in the wildwoods	1897	1897	Boston;New York;Houghton, Mi	Harris, Joel Chandler | Aaron in the Wildwoods		52782	0.160094459	0.088620514				1	fic	juv	m			peizhen		
uc2.ark+=13960=t27945m27	Munthe, Axel	1857-1949.	Vagaries	1898	1898	London;J. Murray;1898.	Munthe, Axel | Vagaries		38894	0.387471073	0.025671368				3	fic | short		m			wenyi		
uc2.ark+=13960=t8df6mw0k	Springer, Rebecca Ruter	1832-1904.	Intra Muros	1898	1898	Elgin, Ill.;David C. Cook Pu	Springer, Rebecca Ruter | Intra Muros		34683	0.250879784	0.932735399				1	fic		f			wenyi		
uc2.ark+=13960=t6930w82k	Buchan, John	1875-1940.	John Burnet of Barns;	1898	1898	London;New York;John Lane: t	Buchan, John | John Burnet of Barns		40014	0.111967747	0.025891364				1	fic | historical		m			ted		
nyp.33433082361944	Otis, James	1848-1912.	The princess and Joe Potter;	1898	1898	Boston;Estes and Lauriat;189	Otis, James | The Princess and Joe Potter		32249	0.140624361	0.471168989				1	fic	juv	m			wenyi		
uc1.$b323451	Sienkiewicz, Henryk	1846-1916.	Pan Michael	1898	1898	New York;Federal Book Co.;c1	Sienkiewicz, Henryk | Pan Michael		37361	0.401027197	0.124578493		Poland|History|Michael Wisniowiecki, 1669-1673		2	fic | historical		m			wenyi		
uc1.b3581529	Marsh, Richard	d. 1915.	Tom Ossington's ghost	1898	1898	London;J. Bowden;1898?	Marsh, Richard | Tom Ossington's Ghost		40453	0.202360285	0.030354215				2	fic | mystery		m			peizhen		
nyp.33433076063563	Stoddard, William Osborn	1835-1925.	With the Black Prince	1898	1902	New York;D. Appleton & Co.;1	Stoddard, William Osborn | With the Black Prince		46233	0.056994048	0.103892149	Juvenile audience|History	Edward III, 1327-1377|History|History		1	fic | historical		m			wenyi		
nyp.33433074904933	Moore, Frank Frankfort	1855-1931.	The Jessamy bride	1898	1898	Chicago;H.S. Stone and Co.;1	Moore, Frank Frankfort | The Jessamy Bride		51951	0.187965241	0.021391805		Goldsmith, Oliver|1730?-1774		1	fic		m			wenyi		
uc2.ark+=13960=t7dr2pt76	Dix, Beulah Marie	1876-1970.	Soldier Rigdale;	1899	1899	New York;The Macmillan Compa	Dix, Beulah Marie | Soldier Rigdale		44165	0.935773954	0.977434601		Massachusetts|History|New Plymouth, 1620-1691		1	fic | historical	juv	f			morgan		
uc2.ark+=13960=t6639mx28	Dix, Beulah Marie	1876-1970.	Hugh Gwyeth;	1899	1899	New York;The Macmillan Compa	Dix, Beulah Marie | Hugh Gwyeth		52962	0.057701511	0.12717486		Great Britain|History|Civil War, 1642-1649		1	fic | historical	juv	f			morgan	gutenfictiontrimmed	Trimmed
uva.x002080011	Rostand, Edmond,		Cyrano de Bergerac;	1899		New York;R.H.Russell;1898	Rostand, Edmond | Cyrano de Bergerac	<blank>	54802							fic | historical		m		form = play	morgan		
nc01.ark+=13960=t6d22qq35	Page, Thomas Nelson	1853-1922.	Red Rock;	1899	1899	New York;C. Scribner's sons;	Page, Thomas Nelson | Red Rock		49648	0.22473453	0.04530249		Reconstruction (U.S. history, 1865-1877)		2	fic | historical		m			wenyi	gutenfictiontrimmed	Trimmed
